Roll No,Name,Gender,Age,Maths,Physics,Chemistry,English,Computer,Total Marks,Percentage,Attendance (%),Extra Curricular
stu1488,lakshit atwal,male,19,77,41,90,37,86,331,66.2,81.72,music
stu1489,daniel dara,male,22,21,29,58,89,4,201,40.2,86.52,drama
stu1490,shravya chakraborti,femal,21,18,82,56,78,58,292,58.4,78.11,sport
stu1491,adweta sehgal,femal,17,35,13,2,45,43,138,27.6,89.99,sport
stu1492,yuvraj sachar,male,18,87,26,14,50,8,185,37.0,97.98,danc
stu1493,neelima dar,femal,17,26,5,76,56,7,170,34.0,95.22,scienc club
stu1494,hredhaan mani,male,21,77,85,43,71,10,286,57.2,82.97,sport
stu1495,hardik badami,male,22,23,52,46,68,97,286,57.2,82.9,sport
stu1496,quinci bora,male,18,45,35,35,61,21,197,39.4,77.85,scienc club
stu1497,kai bumb,male,21,3,21,98,89,33,244,48.8,94.45,drama
stu1498,wahab handa,male,21,30,52,16,40,8,146,29.2,76.0,scienc club
stu1502,pratyush iyengar,male,18,36,30,4,24,82,176,35.2,94.0,danc
stu1503,yashvi bal,femal,20,89,47,50,47,37,270,54.0,88.31,sport
stu1504,amaira gade,femal,19,67,34,85,60,14,260,52.0,93.91,music
stu1505,girindra kara,male,20,63,42,43,60,34,242,48.4,72.82,drama
stu1506,priya kamdar,femal,17,93,82,66,7,71,319,63.8,72.99,sport
stu1507,upma jani,femal,18,44,75,52,72,30,273,54.6,73.6,scienc club
stu1508,ekbal agat,male,20,75,94,48,100,20,337,67.4,97.93,music
stu1509,aarnav koshi,male,18,7,100,62,17,67,253,50.6,86.98,danc
stu1510,andrew cheema,male,18,74,73,97,70,18,332,66.4,73.09,music
stu1511,urishilla padmanabhan,femal,19,64,21,78,34,88,285,57.0,93.33,music
stu1514,dayita munshi,femal,17,32,33,37,3,71,176,35.2,89.66,sport
stu1515,yashodhara ambl,femal,20,91,52,69,78,8,298,59.6,90.21,drama
stu1516,thoma prakash,male,21,10,90,60,2,68,230,46.0,71.83,sport
stu1517,pushti chandran,femal,21,63,73,43,7,90,276,55.2,81.33,sport
stu1518,aarna prasad,femal,20,87,80,38,45,83,333,66.6,61.93,scienc club
stu1519,william naidu,male,18,26,53,85,20,46,230,46.0,76.59,sport
stu1521,warja edwin,male,17,80,47,20,64,2,213,42.6,75.56,drama
stu1523,idika karnik,femal,17,72,96,84,19,54,325,65.0,98.88,scienc club
stu1524,maana gara,male,19,17,6,9,74,44,150,30.0,85.44,scienc club
stu1525,ojasvi kibe,femal,17,15,22,5,64,24,130,26.0,62.87,danc
stu1526,jeremiah viswanathan,male,21,70,18,29,50,73,240,48.0,95.86,drama
stu1529,abhimanyu dewan,male,18,33,55,42,89,52,271,54.2,72.49,drama
stu1530,daksh barman,male,19,4,76,88,97,52,317,63.4,88.69,danc
stu1531,zinal pai,femal,20,36,33,99,19,53,240,48.0,75.4,drama
stu1532,darpan kunda,male,22,47,49,10,82,18,206,41.2,99.55,scienc club
stu1533,ekani chaudhari,femal,17,56,10,23,22,63,174,34.8,89.67,music
stu1536,jai madan,male,19,59,32,1,80,68,240,48.0,75.03,danc
stu1538,om ramaswami,male,21,26,40,60,81,71,278,55.6,62.69,music
stu1539,sanaya deo,femal,22,23,87,71,61,100,342,68.4,66.88,danc
stu1540,jasmit jhaveri,femal,20,25,95,12,92,99,323,64.6,91.24,music
stu1541,shivani shetti,femal,20,29,93,82,76,5,285,57.0,91.43,sport
stu1543,zashil dar,male,20,27,88,52,52,35,254,50.8,86.23,danc
stu1545,aadi karnik,male,18,99,9,90,83,72,353,70.6,69.44,music
stu1546,bahadurjit deo,male,21,30,17,30,82,26,185,37.0,97.79,drama
stu1547,indrajit khare,male,18,63,90,13,24,87,277,55.4,63.92,sport
stu1548,shravya arya,femal,21,9,84,65,68,71,297,59.4,67.06,drama
stu1551,jalsa sankaran,femal,19,97,2,95,90,72,356,71.2,62.0,scienc club
stu1552,eta nagi,femal,21,1,14,69,37,58,179,35.8,66.17,sport
stu1553,nimrat roy,femal,22,17,61,48,41,44,211,42.2,70.84,sport
stu1554,rachana brahmbhatt,femal,18,66,44,36,16,7,169,33.8,70.87,scienc club
stu1555,teerth mann,male,20,35,33,10,95,52,225,45.0,99.99,music
stu1556,jai merchant,male,17,45,13,56,82,11,207,41.4,74.3,music
stu1557,advik iyengar,male,21,1,38,65,26,39,169,33.8,78.15,music
stu1558,jai natt,male,21,7,92,65,63,22,249,49.8,97.63,drama
stu1559,yashasvi sharma,femal,18,51,4,92,44,93,284,56.8,97.9,danc
stu1560,oja venkataraman,male,17,92,17,63,63,63,298,59.6,90.72,drama
stu1561,nidra peri,femal,18,71,48,66,96,97,378,75.6,62.36,sport
stu1562,rachit korpal,male,19,39,72,92,50,75,328,65.6,73.52,drama
stu1563,oliv chaudhari,male,22,83,86,94,83,56,402,80.4,99.9,sport
stu1564,riya toor,femal,20,67,20,55,49,55,246,49.2,90.45,sport
stu1565,harita chad,femal,18,74,86,69,15,18,262,52.4,98.3,danc
stu1566,harini sastri,femal,18,96,50,49,25,95,315,63.0,88.07,sport
stu1567,brinda bhardwaj,femal,17,31,76,74,20,24,225,45.0,87.78,drama
stu1568,ekanta shankar,femal,17,21,12,66,8,84,191,38.2,69.03,music
stu1569,saksham misra,male,19,67,5,93,34,33,232,46.4,67.22,danc
stu1570,ronith sachdeva,male,18,3,65,63,4,66,201,40.2,84.61,music
stu1571,wishi anand,femal,21,56,47,20,52,19,194,38.8,61.96,drama
stu1572,yasti misra,femal,21,28,10,77,28,40,183,36.6,74.04,sport
stu1573,luke jayaraman,male,18,13,47,86,65,61,272,54.4,82.91,scienc club
stu1574,lekha sura,femal,21,22,83,59,60,68,292,58.4,62.63,danc
stu1575,xiti manda,femal,18,21,98,55,54,77,305,61.0,68.15,music
stu1576,balvan chad,male,19,32,37,24,57,96,246,49.2,75.87,music
stu1577,amaira mukhopadhyay,femal,21,30,36,59,90,57,272,54.4,64.48,danc
stu1579,abeer mistri,male,17,42,73,70,91,45,321,64.2,82.17,drama
stu1580,vritti varma,femal,19,100,38,79,67,49,333,66.6,80.28,danc
stu1582,madhav tiwari,male,21,26,16,89,46,85,262,52.4,78.39,sport
stu1583,bishakha kapur,femal,22,93,98,9,51,36,287,57.4,79.97,scienc club
stu1584,praneel bir,male,18,29,71,64,19,26,209,41.8,90.62,music
stu1585,vidhi chanda,femal,21,87,68,5,52,27,239,47.8,77.2,danc
stu1586,ganga dhingra,femal,19,72,95,57,74,0,298,59.6,84.79,sport
stu1587,saumya sangha,femal,19,67,66,84,75,2,294,58.8,86.71,music
stu1588,jyoti pillai,femal,22,20,62,7,62,39,190,38.0,82.25,drama
stu1589,oja guha,male,18,97,93,66,70,10,336,67.2,70.14,music
stu1590,yug mital,male,20,18,16,12,95,34,175,35.0,100.0,drama
stu1591,suhani prabhu,femal,19,43,58,43,87,23,254,50.8,75.55,danc
stu1593,atharv varghes,male,20,16,18,50,20,80,184,36.8,90.59,sport
stu1595,yachana bora,femal,22,29,60,8,16,53,166,33.2,66.94,sport
stu1596,matthew kumar,male,22,57,71,87,48,26,289,57.8,86.63,danc
stu1597,lavanya nagi,femal,17,50,39,87,58,80,314,62.8,77.9,sport
stu1598,chaitali bawa,femal,19,53,16,53,43,71,236,47.2,79.78,scienc club
stu1599,viraj narain,male,22,54,68,89,73,52,336,67.2,94.44,scienc club
stu1600,fari krishnan,male,20,81,88,2,97,17,285,57.0,62.98,sport
stu1601,om srinivasan,male,18,41,37,78,26,47,229,45.8,68.08,drama
stu1602,chanakya mistri,male,22,74,50,86,91,94,395,79.0,94.03,scienc club
stu1606,wriddhish bumb,male,17,92,42,39,47,17,237,47.4,63.5,music
stu1607,pratyush varma,male,18,36,74,85,65,55,315,63.0,71.68,scienc club
stu1608,nachiket mander,male,19,5,0,84,79,95,263,52.6,67.0,scienc club
stu1609,chandresh sharma,male,20,86,1,80,26,1,194,38.8,82.22,danc
stu1610,janani parmar,femal,22,1,49,23,50,89,212,42.4,60.79,music
stu1611,zarna balan,femal,22,9,97,65,57,57,285,57.0,90.23,sport
stu1612,januja pall,femal,22,8,18,50,65,91,232,46.4,75.17,music
stu1613,nathaniel subramaniam,male,18,42,38,3,10,18,111,22.2,75.64,danc
stu1614,maya korpal,femal,19,91,28,94,3,57,273,54.6,75.34,scienc club
stu1615,ekiya brahmbhatt,femal,21,17,15,30,85,13,160,32.0,82.62,scienc club
stu1616,ira kumer,femal,17,6,13,46,58,33,156,31.2,90.44,scienc club
stu1618,samar tata,male,19,4,91,46,89,76,306,61.2,88.55,scienc club
stu1619,yahvi ambl,femal,18,68,21,25,53,52,219,43.8,88.52,music
stu1620,advay parikh,male,18,19,75,17,97,1,209,41.8,70.51,sport
stu1621,vasatika choudhari,femal,17,63,77,47,82,87,356,71.2,76.82,music
stu1622,siya rana,femal,19,56,60,25,11,85,237,47.4,82.82,scienc club
stu1624,zilmil dar,femal,20,9,6,19,4,60,98,19.6,90.94,danc
stu1625,bhavini butala,femal,19,1,34,51,67,49,202,40.4,83.67,danc
stu1626,gautami bakshi,femal,20,38,37,94,22,80,271,54.2,68.96,danc
stu1627,hamsini vya,femal,21,27,82,5,32,43,189,37.8,79.44,drama
stu1628,odika murthi,femal,19,42,99,61,76,34,312,62.4,87.79,drama
stu1630,samar bumb,male,22,81,13,81,11,72,258,51.6,74.99,scienc club
stu1631,vrinda ravi,femal,18,15,38,44,99,61,257,51.4,61.87,music
stu1633,ranbir pandey,male,21,99,71,83,27,40,320,64.0,66.95,drama
stu1638,nidra mahajan,femal,22,21,96,18,71,81,287,57.4,75.54,sport
stu1640,upasna yadav,femal,17,22,43,40,38,66,209,41.8,69.02,sport
stu1642,zehaan shenoy,male,17,65,7,81,3,38,194,38.8,86.74,drama
stu1643,maya seshadri,femal,19,85,63,71,92,56,367,73.4,65.86,sport
stu1645,gayathri arora,femal,21,79,89,5,22,0,195,39.0,79.89,sport
stu1647,dipta gill,femal,22,29,81,88,14,55,267,53.4,91.0,music
stu1648,oscar murti,male,21,26,87,45,7,7,172,34.4,76.72,sport
stu1650,reva keer,femal,21,91,64,53,2,46,256,51.2,74.82,danc
stu1651,upkaar narasimhan,male,19,85,22,10,77,81,275,55.0,88.18,drama
stu1652,varsha vig,femal,20,8,3,28,38,6,83,16.6,63.33,danc
stu1653,ridhi solanki,femal,22,82,62,100,69,50,363,72.6,91.14,sport
stu1656,nisha ravi,femal,22,80,32,84,71,10,277,55.4,61.42,danc
stu1657,nathan dhaliw,male,21,10,28,99,97,72,306,61.2,62.52,scienc club
stu1658,sara chad,femal,21,25,1,98,81,17,222,44.4,69.24,music
stu1659,sneha merchant,femal,22,34,44,99,64,13,254,50.8,69.56,drama
stu1660,wriddhish boas,male,19,99,78,63,60,28,328,65.6,61.7,sport
stu1661,chanchal sastri,femal,19,36,78,66,75,22,277,55.4,88.73,scienc club
stu1663,mahika korpal,femal,21,50,5,53,0,4,112,22.4,62.31,drama
stu1665,indrajit chokshi,male,20,74,8,72,66,60,280,56.0,86.7,scienc club
stu1666,zaid kumer,male,17,4,9,77,23,21,134,26.8,76.22,danc
stu1667,karan toor,male,22,92,89,54,91,66,392,78.4,84.4,sport
stu1668,neha bali,femal,22,68,33,11,79,85,276,55.2,70.21,music
stu1669,lohit sem,male,17,40,49,75,94,48,306,61.2,87.5,danc
stu1670,anirudh mittal,male,22,34,56,14,54,34,192,38.4,91.24,sport
stu1671,domin murti,male,19,63,86,62,79,96,386,77.2,66.01,sport
stu1672,neel ben,male,17,51,17,50,80,84,282,56.4,96.07,danc
stu1673,lekha sastri,femal,22,76,81,62,81,44,344,68.8,91.7,drama
stu1674,akshay anand,male,18,8,24,43,34,19,128,25.6,90.95,drama
stu1675,ekbal khanna,male,21,17,7,14,81,73,192,38.4,96.62,sport
stu1676,ethan atwal,male,21,72,65,39,58,39,273,54.6,97.49,scienc club
stu1677,falak kashyap,femal,22,64,67,5,63,35,234,46.8,80.57,danc
stu1678,vihaan dhar,male,19,37,94,90,51,53,325,65.0,84.86,danc
stu1679,kashvi merchant,femal,17,45,88,86,52,95,366,73.2,93.91,scienc club
stu1680,aarnav bandi,male,19,40,66,54,95,14,269,53.8,81.69,danc
stu1681,yutika apt,femal,20,66,79,89,19,59,312,62.4,67.29,sport
stu1683,finn ranganathan,male,17,45,57,39,81,23,245,49.0,88.71,scienc club
stu1685,samuel khalsa,male,19,10,78,64,0,72,224,44.8,88.09,scienc club
stu1686,janaki baria,femal,22,0,86,70,34,3,193,38.6,64.58,scienc club
stu1687,nisha ganguli,femal,18,94,42,95,46,42,319,63.8,60.89,danc
stu1688,vincent kothari,male,20,18,74,44,73,78,287,57.4,60.15,scienc club
stu1689,kevin chowdhuri,male,17,35,41,47,57,54,234,46.8,76.08,sport
stu1690,ekani seshadri,femal,22,54,29,61,87,5,236,47.2,60.11,drama
stu1691,turvi verma,femal,18,6,89,40,99,11,245,49.0,86.84,music
stu1692,arin iyengar,male,19,0,46,100,7,67,220,44.0,62.37,sport
stu1693,ekansh bath,male,20,7,80,70,4,47,208,41.6,77.65,sport
stu1695,balveer khurana,male,19,52,80,99,54,54,339,67.8,90.35,music
stu1696,siya sridhar,femal,19,22,50,87,21,85,265,53.0,97.1,drama
stu1697,krishna agat,male,19,86,52,26,43,19,226,45.2,71.63,danc
stu1698,waida dora,femal,18,73,28,79,26,73,279,55.8,75.48,sport
stu1699,ubika ramesh,femal,20,14,63,50,67,30,224,44.8,69.65,sport
stu1700,gautam chander,male,17,38,95,1,64,83,281,56.2,82.2,drama
stu1702,kala kannan,femal,17,95,62,16,89,26,288,57.6,70.94,scienc club
stu1703,warja solanki,male,17,42,98,47,57,30,274,54.8,80.55,music
stu1704,kala bhandari,femal,17,74,88,36,36,40,274,54.8,60.7,drama
stu1706,agastya loyal,male,22,54,100,36,95,78,363,72.6,92.54,danc
stu1708,harsh gandhi,male,18,33,61,85,4,90,273,54.6,84.07,drama
stu1709,nihal dugar,male,17,76,51,24,7,65,223,44.6,61.01,drama
stu1710,ekavir chawla,male,21,98,9,29,15,56,207,41.4,80.27,music
stu1711,vaishnavi mani,femal,19,30,76,57,82,17,262,52.4,75.09,drama
stu1712,jason grover,male,20,10,80,39,50,66,245,49.0,85.13,danc
stu1713,ekansh saraf,male,19,61,14,71,20,35,201,40.2,72.96,scienc club
stu1715,hemani majumdar,femal,19,10,52,46,38,8,154,30.8,63.78,drama
stu1716,tamanna seth,femal,21,72,73,76,15,31,267,53.4,63.65,sport
stu1717,imaran baral,male,20,30,14,48,57,98,247,49.4,84.32,sport
stu1718,jackson nori,male,21,45,24,17,82,62,230,46.0,75.68,music
stu1719,raagini mistri,femal,21,79,8,83,72,94,336,67.2,73.12,danc
stu1720,kabir lad,male,18,94,2,92,89,90,367,73.4,63.44,scienc club
stu1723,hemani ann,femal,21,88,84,66,81,63,382,76.4,69.45,drama
stu1726,praneel doshi,male,17,18,2,2,51,68,141,28.2,96.54,drama
stu1727,reva menon,femal,20,93,89,64,63,15,324,64.8,96.59,danc
stu1728,robert krish,male,20,86,22,74,34,64,280,56.0,94.8,drama
stu1729,upadhr lad,femal,18,43,22,96,64,89,314,62.8,92.01,drama
stu1731,sai pant,femal,18,63,64,44,60,92,323,64.6,87.79,danc
stu1732,qadim mohanti,male,20,7,49,8,77,98,239,47.8,71.5,scienc club
stu1733,yuvraj sharma,male,21,5,63,58,43,95,264,52.8,63.46,music
stu1734,varsha balakrishnan,femal,22,32,41,64,79,63,279,55.8,80.59,drama
stu1736,udyati tata,femal,20,72,94,22,7,6,201,40.2,76.41,sport
stu1739,omaja mand,femal,17,25,5,92,76,90,288,57.6,87.08,drama
stu1740,vivaan sethi,male,22,81,60,27,91,85,344,68.8,98.71,danc
stu1741,aahana minha,femal,19,47,68,71,22,14,222,44.4,63.35,drama
stu1742,viraj sha,male,19,12,68,60,25,85,250,50.0,89.86,scienc club
stu1744,oscar lanka,male,18,40,55,59,88,25,267,53.4,61.54,music
stu1745,aadhya gard,femal,18,92,29,4,42,33,200,40.0,74.88,drama
stu1747,charl kala,male,17,98,35,82,31,99,345,69.0,64.16,music
stu1748,zayyan deep,male,17,22,6,15,53,82,178,35.6,93.45,music
stu1750,champak tara,male,20,27,19,78,75,38,237,47.4,63.6,drama
stu1751,omkaar yadav,male,19,65,94,60,78,26,323,64.6,66.8,scienc club
stu1752,yashawini maharaj,femal,17,22,92,13,32,96,255,51.0,79.6,danc
stu1753,devansh vora,male,17,14,7,98,21,81,221,44.2,99.87,music
stu1754,nathan patla,male,20,82,44,42,44,71,283,56.6,73.47,music
stu1755,avni iyengar,femal,19,79,52,66,13,42,252,50.4,79.35,music
stu1756,nimrat venkataraman,femal,20,13,46,81,45,64,249,49.8,72.24,sport
stu1758,tanveer gala,male,21,19,65,42,38,45,209,41.8,74.19,scienc club
stu1760,hemani kothari,femal,18,81,2,48,17,65,213,42.6,84.65,music
stu1761,madhav bakshi,male,22,70,92,63,73,44,342,68.4,67.02,music
stu1763,ekanta trivedi,femal,22,51,30,67,63,57,268,53.6,69.85,music
stu1765,gaurav kohli,male,17,84,1,37,26,21,169,33.8,60.36,sport
stu1766,chatura vala,male,17,8,86,19,2,2,117,23.4,98.46,music
stu1768,pavani kant,femal,19,77,89,35,21,38,260,52.0,77.95,drama
stu1769,upadhr mangal,femal,17,68,95,42,43,10,258,51.6,87.42,drama
stu1770,nathaniel lal,male,21,15,47,94,62,68,286,57.2,66.83,sport
stu1771,xavier nigam,male,19,68,38,92,19,6,223,44.6,72.87,danc
stu1773,megha edwin,femal,22,41,38,69,60,69,277,55.4,70.74,sport
stu1774,anay kothari,male,19,69,80,70,41,36,296,59.2,71.89,sport
stu1775,chatresh sridhar,male,21,98,42,34,100,71,345,69.0,74.08,music
stu1776,arin sur,male,21,88,50,19,42,85,284,56.8,67.09,sport
stu1777,krisha pandey,femal,19,73,26,7,57,90,253,50.6,94.06,scienc club
stu1778,manya kant,femal,22,83,30,6,15,75,209,41.8,98.75,danc
stu1782,henri nayak,male,21,64,57,3,2,76,202,40.4,69.53,danc
stu1783,dhriti bhasin,femal,20,99,24,60,79,41,303,60.6,88.08,scienc club
stu1785,chaaya dutta,femal,22,9,5,10,4,28,56,11.2,97.17,music
stu1786,samaksh lata,male,20,91,32,28,95,56,302,60.4,84.75,scienc club
stu1788,ekalinga soman,male,22,36,51,77,25,100,289,57.8,64.41,sport
stu1789,januja wali,femal,22,18,88,14,90,66,276,55.2,83.77,drama
stu1790,vyanjana balan,femal,17,60,61,46,17,55,239,47.8,67.58,music
stu1791,michael sandhu,male,19,57,42,28,95,71,293,58.6,84.65,danc
stu1793,krisha khosla,femal,18,24,66,22,83,68,263,52.6,75.49,scienc club
stu1794,amol patel,male,19,79,24,69,49,49,270,54.0,90.58,scienc club
stu1796,arin pant,male,18,33,30,96,48,13,220,44.0,63.82,scienc club
stu1798,anmol yohannan,male,20,32,5,23,92,45,197,39.4,69.66,scienc club
stu1799,hemal dave,femal,22,90,26,57,21,30,224,44.8,93.54,scienc club
stu1800,victor bhatia,male,18,86,36,29,4,2,157,31.4,89.76,drama
stu1801,odika dey,femal,22,76,64,27,95,13,275,55.0,93.18,music
stu1802,vasatika muni,femal,22,88,96,31,83,81,379,75.8,64.34,music
stu1803,guneet hayer,male,21,67,32,5,64,53,221,44.2,93.88,drama
stu1805,indira cherian,femal,17,52,84,35,14,1,186,37.2,99.34,scienc club
stu1807,janani rana,femal,19,58,37,96,3,52,246,49.2,73.6,drama
stu1809,robert mammen,male,18,70,35,28,92,52,277,55.4,75.98,drama
stu1810,chaitanya subramanian,male,20,83,2,40,50,54,229,45.8,96.93,drama
stu1811,abhiram soni,male,22,23,2,5,94,48,172,34.4,89.16,music
stu1812,geetika rau,femal,20,71,48,39,19,25,202,40.4,70.62,danc
stu1813,upadhr taneja,femal,17,65,78,33,97,13,286,57.2,69.7,music
stu1814,warind sundaram,male,21,81,19,60,3,92,255,51.0,67.28,music
stu1815,ojasvi kakar,femal,22,65,84,48,75,57,329,65.8,65.08,scienc club
stu1816,ria prashad,femal,17,77,76,22,6,84,265,53.0,71.98,sport
stu1817,aachal parekh,femal,22,31,55,47,56,15,204,40.8,73.09,sport
stu1818,nilima andra,femal,22,43,83,35,87,17,265,53.0,61.05,danc
stu1819,yashica jain,femal,22,49,96,14,97,66,322,64.4,86.83,danc
stu1820,aryan kashyap,male,19,57,27,49,84,73,290,58.0,84.88,music
stu1821,ranveer purohit,male,18,68,34,5,68,55,230,46.0,65.32,scienc club
stu1822,bishakha shankar,femal,18,43,18,57,9,83,210,42.0,76.29,sport
stu1823,triveni comar,femal,19,25,13,68,86,87,279,55.8,67.31,danc
stu1824,aachal mall,femal,17,40,26,50,66,6,188,37.6,62.3,drama
stu1825,ucchal madan,femal,19,90,79,95,19,24,307,61.4,70.94,scienc club
stu1826,zayan som,male,18,65,78,45,92,0,280,56.0,61.74,drama
stu1827,raghav bath,male,20,9,58,78,100,63,308,61.6,94.27,music
stu1828,logan shukla,male,19,43,13,83,25,49,213,42.6,99.21,sport
stu1829,ekanta shukla,femal,17,87,20,93,2,66,268,53.6,70.12,scienc club
stu1830,rudra behl,male,19,54,81,29,70,45,279,55.8,60.81,scienc club
stu1831,vasatika rastogi,femal,20,15,53,51,99,84,302,60.4,65.23,music
stu1833,manya viswanathan,femal,17,89,60,58,14,70,291,58.2,91.29,danc
stu1834,bina saraf,femal,17,43,40,41,37,12,173,34.6,93.6,sport
stu1836,rushil vala,male,21,66,86,99,91,23,365,73.0,68.78,sport
stu1837,harshil salvi,male,19,69,31,62,51,63,276,55.2,88.59,scienc club
stu1839,ikbal kala,male,19,96,49,76,14,38,273,54.6,99.8,sport
stu1842,radhika jain,femal,17,79,89,32,3,92,295,59.0,95.79,music
stu1844,meghana kaur,femal,18,29,76,17,37,43,202,40.4,99.94,sport
stu1845,ganga iyengar,femal,22,40,93,41,54,70,298,59.6,97.83,sport
stu1846,rudra som,male,19,57,77,55,78,14,281,56.2,97.62,sport
stu1847,balendra sule,male,21,84,22,14,0,25,145,29.0,93.01,music
stu1848,mohini rama,femal,17,18,44,62,71,89,284,56.8,83.15,drama
stu1849,yutika pillai,femal,22,99,97,20,15,66,297,59.4,66.12,danc
stu1850,hemangini bhat,femal,19,30,37,21,44,37,169,33.8,88.87,sport
stu1851,radha bhattacharyya,femal,19,5,2,6,46,0,59,11.8,87.85,scienc club
stu1852,warda lad,femal,17,85,15,45,80,67,292,58.4,70.88,scienc club
stu1853,ayushman jayaraman,male,19,17,6,55,29,65,172,34.4,62.3,sport
stu1854,wriddhish mannan,male,21,30,56,54,64,15,219,43.8,74.92,danc
stu1856,nachiket mahal,male,22,47,61,75,23,55,261,52.2,79.55,music
stu1857,tanvi biswa,femal,21,70,66,25,12,96,269,53.8,61.69,music
stu1859,abhiram chada,male,19,11,14,96,41,59,221,44.2,70.86,danc
stu1860,krishna kothari,femal,18,9,24,21,94,77,225,45.0,94.34,drama
stu1861,waida bhargava,femal,18,33,20,60,67,65,245,49.0,64.51,music
stu1862,kashish gour,femal,20,49,100,86,70,19,324,64.8,93.94,scienc club
stu1863,yatan narang,male,22,50,89,100,99,48,386,77.2,71.51,drama
stu1864,matthew ganesan,male,20,13,71,62,25,79,250,50.0,90.75,sport
stu1865,ryan mukherje,male,20,55,85,7,12,16,175,35.0,83.56,music
stu1866,sanya hegd,femal,17,42,96,51,19,30,238,47.6,84.12,drama
stu1868,ucchal khanna,femal,19,43,70,96,95,36,340,68.0,96.95,danc
stu1869,jack buch,male,17,31,73,15,43,16,178,35.6,62.03,scienc club
stu1870,timothi narain,male,18,49,69,13,41,86,258,51.6,85.89,danc
stu1871,amaira pandya,femal,19,22,65,44,72,72,275,55.0,82.82,music
stu1872,matthew apt,male,19,61,32,8,59,99,259,51.8,70.59,drama
stu1873,harita dyal,femal,17,25,0,34,72,80,211,42.2,96.07,scienc club
stu1874,aryan tata,male,22,38,96,97,60,76,367,73.4,63.97,sport
stu1875,tanveer borah,male,18,43,5,80,92,85,305,61.0,97.65,sport
stu1876,ucchal sharma,femal,22,76,43,53,8,49,229,45.8,72.97,drama
stu1878,dhruv chander,male,21,8,38,26,31,67,170,34.0,91.1,music
stu1879,agastya magar,male,20,93,84,14,17,83,291,58.2,74.53,danc
stu1880,advaith kalla,male,18,52,14,96,63,46,271,54.2,71.36,scienc club
stu1881,onkar yohannan,male,19,98,75,74,13,54,314,62.8,64.21,scienc club
stu1882,vasana vohra,femal,18,58,12,80,71,42,263,52.6,77.45,drama
stu1883,prisha bora,femal,17,81,14,14,69,96,274,54.8,78.1,scienc club
stu1884,dhriti roy,femal,21,99,92,94,61,60,406,81.2,88.63,sport
stu1885,kabir basak,male,18,26,7,79,54,12,178,35.6,82.05,drama
stu1886,janya hayer,femal,20,100,72,3,1,64,240,48.0,73.96,sport
stu1887,niharika raju,femal,17,19,88,71,42,3,223,44.6,93.89,danc
stu1889,udyati de,femal,21,77,45,73,44,22,261,52.2,98.44,sport
stu1890,lajita ann,femal,18,92,23,29,41,40,225,45.0,61.09,scienc club
stu1891,warja vasa,male,18,49,63,72,29,32,245,49.0,63.59,scienc club
stu1892,ucchal dhar,femal,18,91,98,16,65,89,359,71.8,98.78,scienc club
stu1894,amruta bora,femal,18,60,46,29,36,60,231,46.2,64.49,drama
stu1895,mitesh balan,male,20,33,2,15,24,35,109,21.8,75.19,scienc club
stu1896,lucki arya,male,20,30,23,22,80,25,180,36.0,79.47,scienc club
stu1899,indrajit narain,male,21,37,76,75,67,93,348,69.6,62.44,drama
stu1900,atharv butala,male,18,68,93,0,12,39,212,42.4,60.52,sport
stu1901,raksha peri,femal,21,44,65,39,62,0,210,42.0,85.36,music
stu1903,yashawini kashyap,femal,17,14,9,53,91,6,173,34.6,69.19,sport
stu1904,pallavi dasgupta,femal,21,56,90,39,6,70,261,52.2,60.63,music
stu1905,balhaar,male,21,96,91,69,21,0,277,55.4,73.71,scienc club
stu1906,zaitra kapur,femal,21,71,80,59,17,60,287,57.4,60.93,drama
