Roll No,Name,Gender,Age,Maths,Physics,Chemistry,English,Computer,Total Marks,Percentage,Attendance (%),Extra Curricular,Maths_Standardized,Gender_Encoded,Extra Curricular_Dance,Extra Curricular_Drama,Extra Curricular_Music,Extra Curricular_None,Extra Curricular_Science Club,Extra Curricular_Sports
STU1729,Upadhriti Lad,Female,18,43,22,96,64,89,314,62.8,92.01,Drama,-0.2411821141233098,0,0.0,1.0,0.0,0.0,0.0,0.0
STU1730,Harrison Nagy,Male,18,88,60,26,34,27,235,47.0,90.11,None,1.3075044063602714,1,0.0,0.0,0.0,1.0,0.0,0.0
STU1731,Sai Pant,Female,18,63,64,44,60,92,323,64.6,87.79,Dance,0.44712300609161515,0,1.0,0.0,0.0,0.0,0.0,0.0
STU1732,Qadim Mohanty,Male,20,7,49,8,77,98,239,47.8,71.5,Science Club,-1.4801313305101746,1,0.0,0.0,0.0,0.0,1.0,0.0
STU1733,Yuvraj Sharma,Male,21,5,63,58,43,95,264,52.8,63.46,Music,-1.5489618425316671,1,0.0,0.0,1.0,0.0,0.0,0.0
STU1734,Varsha Balakrishnan,Female,22,32,41,64,79,63,279,55.8,80.59,Drama,-0.6197499302415185,0,0.0,1.0,0.0,0.0,0.0,0.0
STU1735,Ojas Virk,Male,18,83,77,13,6,13,192,38.4,84.45,None,1.1354281263065402,1,0.0,0.0,0.0,1.0,0.0,0.0
STU1736,Udyati Tata,Female,20,72,94,22,7,6,201,40.2,76.41,Sports,0.7568603101883314,0,0.0,0.0,0.0,0.0,0.0,1.0
STU1737,Rohan Sibal,Male,19,97,80,9,94,8,288,57.6,80.82,None,1.6172417104569876,1,0.0,0.0,0.0,1.0,0.0,0.0
STU1738,Theodore Pingle,Male,19,41,80,52,50,78,301,60.2,99.33,None,-0.3100126261448023,1,0.0,0.0,0.0,1.0,0.0,0.0
STU1739,Omaja Mand,Female,17,25,5,92,76,90,288,57.6,87.08,Drama,-0.8606567223167423,0,0.0,1.0,0.0,0.0,0.0,0.0
STU1740,Vivaan Sethi,Male,22,81,60,27,91,85,344,68.8,98.71,Dance,1.0665976142850477,1,1.0,0.0,0.0,0.0,0.0,0.0
STU1741,Aahana Minhas,Female,19,47,68,71,22,14,222,44.4,63.35,Drama,-0.10352109008032481,0,0.0,1.0,0.0,0.0,0.0,0.0
STU1742,Viraj Sha,Male,19,12,68,60,25,85,250,50.0,89.86,Science Club,-1.3080550504564434,1,0.0,0.0,0.0,0.0,1.0,0.0
STU1743,Baljiwan Purohit,Male,20,3,91,43,37,53,227,45.4,60.65,None,-1.6177923545531598,1,0.0,0.0,0.0,1.0,0.0,0.0
STU1744,Oscar Lanka,Male,18,40,55,59,88,25,267,53.4,61.54,Music,-0.34442788215554854,1,0.0,0.0,1.0,0.0,0.0,0.0
STU1745,Aadhya Garde,Female,18,92,29,4,42,33,200,40.0,74.88,Drama,1.4451654304032564,0,0.0,1.0,0.0,0.0,0.0,0.0
STU1746,Alexander Mistry,Male,17,85,5,95,46,89,320,64.0,93.32,None,1.2042586383280327,1,0.0,0.0,0.0,1.0,0.0,0.0
STU1747,Charles Kala,Male,17,98,35,82,31,99,345,69.0,64.16,Music,1.6516569664677339,1,0.0,0.0,1.0,0.0,0.0,0.0
STU1748,Zayyan Deep,Male,17,22,6,15,53,82,178,35.6,93.45,Music,-0.963902490348981,1,0.0,0.0,1.0,0.0,0.0,0.0
STU1749,Garima Tripathi,Female,22,19,58,71,60,50,258,51.6,78.33,None,-1.0671482583812197,0,0.0,0.0,0.0,1.0,0.0,0.0
STU1750,Champak Tara,Male,20,27,19,78,75,38,237,47.4,63.6,Drama,-0.7918262102952498,1,0.0,1.0,0.0,0.0,0.0,0.0
STU1751,Omkaar Yadav,Male,19,65,94,60,78,26,323,64.6,66.8,Science Club,0.5159535181131076,1,0.0,0.0,0.0,0.0,1.0,0.0
STU1752,Yashawini Maharaj,Female,17,22,92,13,32,96,255,51.0,79.6,Dance,-0.963902490348981,0,1.0,0.0,0.0,0.0,0.0,0.0
STU1753,Devansh Vora,Male,17,14,7,98,21,81,221,44.2,99.87,Music,-1.239224538434951,1,0.0,0.0,1.0,0.0,0.0,0.0
STU1754,Nathan Patla,Male,20,82,44,42,44,71,283,56.6,73.47,Music,1.101012870295794,1,0.0,0.0,1.0,0.0,0.0,0.0
STU1755,Avni Iyengar,Female,19,79,52,66,13,42,252,50.4,79.35,Music,0.9977671022635551,0,0.0,0.0,1.0,0.0,0.0,0.0
STU1756,Nimrat Venkataraman,Female,20,13,46,81,45,64,249,49.8,72.24,Sports,-1.2736397944456972,0,0.0,0.0,0.0,0.0,0.0,1.0
STU1757,Bhavya Sachdeva,Female,18,53,65,93,67,68,346,69.2,65.39,None,0.10297044598415268,0,0.0,0.0,0.0,1.0,0.0,0.0
STU1758,Tanveer Gala,Male,21,19,65,42,38,45,209,41.8,74.19,Science Club,-1.0671482583812197,1,0.0,0.0,0.0,0.0,1.0,0.0
STU1759,Sathvik Kapur,Male,19,77,25,57,79,14,252,50.4,78.08,None,0.9289365902420627,1,0.0,0.0,0.0,1.0,0.0,0.0
STU1760,Hemani Kothari,Female,18,81,2,48,17,65,213,42.6,84.65,Music,1.0665976142850477,0,0.0,0.0,1.0,0.0,0.0,0.0
STU1761,Madhav Bakshi,Male,22,70,92,63,73,44,342,68.4,67.02,Music,0.688029798166839,1,0.0,0.0,1.0,0.0,0.0,0.0
STU1762,Kashvi Narayan,Female,21,50,44,82,49,20,245,49.0,70.58,None,-0.0002753220480860619,0,0.0,0.0,0.0,1.0,0.0,0.0
STU1763,Ekanta Trivedi,Female,22,51,30,67,63,57,268,53.6,69.85,Music,0.034139933962660185,0,0.0,0.0,1.0,0.0,0.0,0.0
STU1764,Vaishnavi Upadhyay,Female,22,76,83,89,56,22,326,65.2,68.51,None,0.8945213342313164,0,0.0,0.0,0.0,1.0,0.0,0.0
STU1765,Gaurav Kohli,Male,17,84,1,37,26,21,169,33.8,60.36,Sports,1.1698433823172865,1,0.0,0.0,0.0,0.0,0.0,1.0
STU1766,Chatura Vala,Male,17,8,86,19,2,2,117,23.4,98.46,Music,-1.4457160744994284,1,0.0,0.0,1.0,0.0,0.0,0.0
STU1767,Onveer Banerjee,Male,20,90,66,1,18,83,258,51.6,83.61,None,1.376334918381764,1,0.0,0.0,0.0,1.0,0.0,0.0
STU1768,Pavani Kant,Female,19,77,89,35,21,38,260,52.0,77.95,Drama,0.9289365902420627,0,0.0,1.0,0.0,0.0,0.0,0.0
STU1769,Upadhriti Mangal,Female,17,68,95,42,43,10,258,51.6,87.42,Drama,0.6191992861453464,0,0.0,1.0,0.0,0.0,0.0,0.0
STU1770,Nathaniel Lal,Male,21,15,47,94,62,68,286,57.2,66.83,Sports,-1.2048092824242047,1,0.0,0.0,0.0,0.0,0.0,1.0
STU1771,Xavier Nigam,Male,19,68,38,92,19,6,223,44.6,72.87,Dance,0.6191992861453464,1,1.0,0.0,0.0,0.0,0.0,0.0
STU1772,Owen Nagar,Male,21,17,79,72,34,65,267,53.4,69.5,None,-1.1359787704027122,1,0.0,0.0,0.0,1.0,0.0,0.0
STU1773,Megha Edwin,Female,22,41,38,69,60,69,277,55.4,70.74,Sports,-0.3100126261448023,0,0.0,0.0,0.0,0.0,0.0,1.0
STU1774,Anay Kothari,Male,19,69,80,70,41,36,296,59.2,71.89,Sports,0.6536145421560926,1,0.0,0.0,0.0,0.0,0.0,1.0
STU1775,Chatresh Sridhar,Male,21,98,42,34,100,71,345,69.0,74.08,Music,1.6516569664677339,1,0.0,0.0,1.0,0.0,0.0,0.0
STU1776,Arin Sur,Male,21,88,50,19,42,85,284,56.8,67.09,Sports,1.3075044063602714,1,0.0,0.0,0.0,0.0,0.0,1.0
STU1777,Krisha Pandey,Female,19,73,26,7,57,90,253,50.6,94.06,Science Club,0.7912755661990777,0,0.0,0.0,0.0,0.0,1.0,0.0
STU1778,Manya Kant,Female,22,83,30,6,15,75,209,41.8,98.75,Dance,1.1354281263065402,0,1.0,0.0,0.0,0.0,0.0,0.0
STU1779,Yachana Kapoor,Female,22,91,91,24,83,66,355,71.0,62.83,None,1.4107501743925102,0,0.0,0.0,0.0,1.0,0.0,0.0
STU1780,Vasana Toor,Female,22,80,27,48,20,6,181,36.2,76.59,None,1.0321823582743015,0,0.0,0.0,0.0,1.0,0.0,0.0
STU1781,Gaurav Narayanan,Male,22,38,42,1,11,57,149,29.8,78.07,None,-0.413258394177041,1,0.0,0.0,0.0,1.0,0.0,0.0
STU1782,Henry Nayak,Male,21,64,57,3,2,76,202,40.4,69.53,Dance,0.4815382621023614,1,1.0,0.0,0.0,0.0,0.0,0.0
STU1783,Dhriti Bhasin,Female,20,99,24,60,79,41,303,60.6,88.08,Science Club,1.68607222247848,0,0.0,0.0,0.0,0.0,1.0,0.0
STU1784,Dayita Kapadia,Female,19,45,49,77,94,76,341,68.2,86.91,None,-0.1723516021018173,0,0.0,0.0,0.0,1.0,0.0,0.0
STU1785,Chaaya Dutta,Female,22,9,5,10,4,28,56,11.2,97.17,Music,-1.4113008184886822,0,0.0,0.0,1.0,0.0,0.0,0.0
STU1786,Samaksh Lata,Male,20,91,32,28,95,56,302,60.4,84.75,Science Club,1.4107501743925102,1,0.0,0.0,0.0,0.0,1.0,0.0
STU1787,Advika Aurora,Female,19,58,91,75,19,82,325,65.0,87.56,None,0.27504672603788394,0,0.0,0.0,0.0,1.0,0.0,0.0
STU1788,Ekalinga Soman,Male,22,36,51,77,25,100,289,57.8,64.41,Sports,-0.48208890619853356,1,0.0,0.0,0.0,0.0,0.0,1.0
STU1789,Januja Wali,Female,22,18,88,14,90,66,276,55.2,83.77,Drama,-1.101563514391966,0,0.0,1.0,0.0,0.0,0.0,0.0
STU1790,Vyanjana Balan,Female,17,60,61,46,17,55,239,47.8,67.58,Music,0.3438772380593764,0,0.0,0.0,1.0,0.0,0.0,0.0
STU1791,Michael Sandhu,Male,19,57,42,28,95,71,293,58.6,84.65,Dance,0.24063147002713767,1,1.0,0.0,0.0,0.0,0.0,0.0
STU1792,Dayamai Rout,Female,20,70,29,93,76,97,365,73.0,89.16,None,0.688029798166839,0,0.0,0.0,0.0,1.0,0.0,0.0
STU1793,Krisha Khosla,Female,18,24,66,22,83,68,263,52.6,75.49,Science Club,-0.8950719783274885,0,0.0,0.0,0.0,0.0,1.0,0.0
STU1794,Amol Patel,Male,19,79,24,69,49,49,270,54.0,90.58,Science Club,0.9977671022635551,1,0.0,0.0,0.0,0.0,1.0,0.0
STU1795,Siddharth Tailor,Male,17,60,64,42,16,83,265,53.0,69.33,None,0.3438772380593764,1,0.0,0.0,0.0,1.0,0.0,0.0
STU1796,Arin Pant,Male,18,33,30,96,48,13,220,44.0,63.82,Science Club,-0.5853346742307722,1,0.0,0.0,0.0,0.0,1.0,0.0
STU1797,Keya Murty,Female,22,23,81,35,17,81,237,47.4,76.01,None,-0.9294872343382348,0,0.0,0.0,0.0,1.0,0.0,0.0
STU1798,Anmol Yohannan,Male,20,32,5,23,92,45,197,39.4,69.66,Science Club,-0.6197499302415185,1,0.0,0.0,0.0,0.0,1.0,0.0
STU1799,Hemal Dave,Female,22,90,26,57,21,30,224,44.8,93.54,Science Club,1.376334918381764,0,0.0,0.0,0.0,0.0,1.0,0.0
STU1800,Victor Bhatia,Male,18,86,36,29,4,2,157,31.4,89.76,Drama,1.238673894338779,1,0.0,1.0,0.0,0.0,0.0,0.0
STU1801,Odika Dey,Female,22,76,64,27,95,13,275,55.0,93.18,Music,0.8945213342313164,0,0.0,0.0,1.0,0.0,0.0,0.0
STU1802,Vasatika Muni,Female,22,88,96,31,83,81,379,75.8,64.34,Music,1.3075044063602714,0,0.0,0.0,1.0,0.0,0.0,0.0
STU1803,Guneet Hayer,Male,21,67,32,5,64,53,221,44.2,93.88,Drama,0.5847840301346001,1,0.0,1.0,0.0,0.0,0.0,0.0
STU1804,Aarush Verma,Male,21,89,60,99,75,46,369,73.8,74.34,None,1.3419196623710177,1,0.0,0.0,0.0,1.0,0.0,0.0
STU1805,Indira Cherian,Female,17,52,84,35,14,1,186,37.2,99.34,Science Club,0.06855518997340644,0,0.0,0.0,0.0,0.0,1.0,0.0
STU1806,Theodore Chad,Male,22,72,10,46,31,80,239,47.8,76.63,None,0.7568603101883314,1,0.0,0.0,0.0,1.0,0.0,0.0
STU1807,Janani Rana,Female,19,58,37,96,3,52,246,49.2,73.6,Drama,0.27504672603788394,0,0.0,1.0,0.0,0.0,0.0,0.0
STU1808,Vamakshi Narasimhan,Female,21,25,91,93,48,8,265,53.0,73.52,None,-0.8606567223167423,0,0.0,0.0,0.0,1.0,0.0,0.0
STU1809,Robert Mammen,Male,18,70,35,28,92,52,277,55.4,75.98,Drama,0.688029798166839,1,0.0,1.0,0.0,0.0,0.0,0.0
STU1810,Chaitanya Subramanian,Male,20,83,2,40,50,54,229,45.8,96.93,Drama,1.1354281263065402,1,0.0,1.0,0.0,0.0,0.0,0.0
STU1811,Abhiram Soni,Male,22,23,2,5,94,48,172,34.4,89.16,Music,-0.9294872343382348,1,0.0,0.0,1.0,0.0,0.0,0.0
STU1812,Geetika Rau,Female,20,71,48,39,19,25,202,40.4,70.62,Dance,0.7224450541775852,0,1.0,0.0,0.0,0.0,0.0,0.0
STU1813,Upadhriti Taneja,Female,17,65,78,33,97,13,286,57.2,69.7,Music,0.5159535181131076,0,0.0,0.0,1.0,0.0,0.0,0.0
STU1814,Warinder Sundaram,Male,21,81,19,60,3,92,255,51.0,67.28,Music,1.0665976142850477,1,0.0,0.0,1.0,0.0,0.0,0.0
STU1815,Ojasvi Kakar,Female,22,65,84,48,75,57,329,65.8,65.08,Science Club,0.5159535181131076,0,0.0,0.0,0.0,0.0,1.0,0.0
STU1816,Ria Prashad,Female,17,77,76,22,6,84,265,53.0,71.98,Sports,0.9289365902420627,0,0.0,0.0,0.0,0.0,0.0,1.0
STU1817,Aachal Parekh,Female,22,31,55,47,56,15,204,40.8,73.09,Sports,-0.6541651862522648,0,0.0,0.0,0.0,0.0,0.0,1.0
STU1818,Nilima Andra,Female,22,43,83,35,87,17,265,53.0,61.05,Dance,-0.2411821141233098,0,1.0,0.0,0.0,0.0,0.0,0.0
STU1819,Yashica Jain,Female,22,49,96,14,97,66,322,64.4,86.83,Dance,-0.03469057805883231,0,1.0,0.0,0.0,0.0,0.0,0.0
STU1820,Aryan Kashyap,Male,19,57,27,49,84,73,290,58.0,84.88,Music,0.24063147002713767,1,0.0,0.0,1.0,0.0,0.0,0.0
STU1821,Ranveer Purohit,Male,18,68,34,5,68,55,230,46.0,65.32,Science Club,0.6191992861453464,1,0.0,0.0,0.0,0.0,1.0,0.0
STU1822,Bishakha Shankar,Female,18,43,18,57,9,83,210,42.0,76.29,Sports,-0.2411821141233098,0,0.0,0.0,0.0,0.0,0.0,1.0
STU1823,Triveni Comar,Female,19,25,13,68,86,87,279,55.8,67.31,Dance,-0.8606567223167423,0,1.0,0.0,0.0,0.0,0.0,0.0
STU1824,Aachal Mall,Female,17,40,26,50,66,6,188,37.6,62.3,Drama,-0.34442788215554854,0,0.0,1.0,0.0,0.0,0.0,0.0
STU1825,Ucchal Madan,Female,19,90,79,95,19,24,307,61.4,70.94,Science Club,1.376334918381764,0,0.0,0.0,0.0,0.0,1.0,0.0
STU1826,Zayan Som,Male,18,65,78,45,92,0,280,56.0,61.74,Drama,0.5159535181131076,1,0.0,1.0,0.0,0.0,0.0,0.0
STU1827,Raghav Bath,Male,20,9,58,78,100,63,308,61.6,94.27,Music,-1.4113008184886822,1,0.0,0.0,1.0,0.0,0.0,0.0
STU1828,Logan Shukla,Male,19,43,13,83,25,49,213,42.6,99.21,Sports,-0.2411821141233098,1,0.0,0.0,0.0,0.0,0.0,1.0
STU1829,Ekanta Shukla,Female,17,87,20,93,2,66,268,53.6,70.12,Science Club,1.2730891503495252,0,0.0,0.0,0.0,0.0,1.0,0.0
STU1830,Rudra Behl,Male,19,54,81,29,70,45,279,55.8,60.81,Science Club,0.13738570199489894,1,0.0,0.0,0.0,0.0,1.0,0.0
STU1831,Vasatika Rastogi,Female,20,15,53,51,99,84,302,60.4,65.23,Music,-1.2048092824242047,0,0.0,0.0,1.0,0.0,0.0,0.0
STU1832,Fitan Kalita,Male,17,75,48,8,13,59,203,40.6,77.19,None,0.8601060782205702,1,0.0,0.0,0.0,1.0,0.0,0.0
STU1833,Manya Viswanathan,Female,17,89,60,58,14,70,291,58.2,91.29,Dance,1.3419196623710177,0,1.0,0.0,0.0,0.0,0.0,0.0
STU1834,Bina Saraf,Female,17,43,40,41,37,12,173,34.6,93.6,Sports,-0.2411821141233098,0,0.0,0.0,0.0,0.0,0.0,1.0
STU1835,Omisha Mitra,Female,21,7,17,76,2,77,179,35.8,63.63,None,-1.4801313305101746,0,0.0,0.0,0.0,1.0,0.0,0.0
STU1836,Rushil Vala,Male,21,66,86,99,91,23,365,73.0,68.78,Sports,0.5503687741238539,1,0.0,0.0,0.0,0.0,0.0,1.0
STU1837,Harshil Salvi,Male,19,69,31,62,51,63,276,55.2,88.59,Science Club,0.6536145421560926,1,0.0,0.0,0.0,0.0,1.0,0.0
STU1838,Jyoti Rajagopal,Female,17,98,57,1,78,61,295,59.0,76.68,None,1.6516569664677339,0,0.0,0.0,0.0,1.0,0.0,0.0
STU1839,Ikbal Kala,Male,19,96,49,76,14,38,273,54.6,99.8,Sports,1.5828264544462414,1,0.0,0.0,0.0,0.0,0.0,1.0
STU1840,Dhruv Handa,Male,20,59,19,77,73,52,280,56.0,62.35,None,0.3094619820486302,1,0.0,0.0,0.0,1.0,0.0,0.0
STU1841,Sanaya Chadha,Female,19,5,100,7,90,86,288,57.6,83.54,None,-1.5489618425316671,0,0.0,0.0,0.0,1.0,0.0,0.0
STU1842,Radhika Jain,Female,17,79,89,32,3,92,295,59.0,95.79,Music,0.9977671022635551,0,0.0,0.0,1.0,0.0,0.0,0.0
STU1843,Yutika Soni,Female,21,3,47,99,96,97,342,68.4,96.19,None,-1.6177923545531598,0,0.0,0.0,0.0,1.0,0.0,0.0
STU1844,Meghana Kaur,Female,18,29,76,17,37,43,202,40.4,99.94,Sports,-0.7229956982737573,0,0.0,0.0,0.0,0.0,0.0,1.0
STU1845,Ganga Iyengar,Female,22,40,93,41,54,70,298,59.6,97.83,Sports,-0.34442788215554854,0,0.0,0.0,0.0,0.0,0.0,1.0
STU1846,Rudra Som,Male,19,57,77,55,78,14,281,56.2,97.62,Sports,0.24063147002713767,1,0.0,0.0,0.0,0.0,0.0,1.0
STU1847,Balendra Sule,Male,21,84,22,14,0,25,145,29.0,93.01,Music,1.1698433823172865,1,0.0,0.0,1.0,0.0,0.0,0.0
STU1848,Mohini Rama,Female,17,18,44,62,71,89,284,56.8,83.15,Drama,-1.101563514391966,0,0.0,1.0,0.0,0.0,0.0,0.0
STU1849,Yutika Pillai,Female,22,99,97,20,15,66,297,59.4,66.12,Dance,1.68607222247848,0,1.0,0.0,0.0,0.0,0.0,0.0
STU1850,Hemangini Bhat,Female,19,30,37,21,44,37,169,33.8,88.87,Sports,-0.6885804422630111,0,0.0,0.0,0.0,0.0,0.0,1.0
STU1851,Radha Bhattacharyya,Female,19,5,2,6,46,0,59,11.8,87.85,Science Club,-1.5489618425316671,0,0.0,0.0,0.0,0.0,1.0,0.0
STU1852,Warda Lad,Female,17,85,15,45,80,67,292,58.4,70.88,Science Club,1.2042586383280327,0,0.0,0.0,0.0,0.0,1.0,0.0
STU1853,Ayushman Jayaraman,Male,19,17,6,55,29,65,172,34.4,62.3,Sports,-1.1359787704027122,1,0.0,0.0,0.0,0.0,0.0,1.0
STU1854,Wriddhish Mannan,Male,21,30,56,54,64,15,219,43.8,74.92,Dance,-0.6885804422630111,1,1.0,0.0,0.0,0.0,0.0,0.0
STU1855,Ronith Keer,Male,18,56,26,75,75,92,324,64.8,69.93,None,0.20621621401639142,1,0.0,0.0,0.0,1.0,0.0,0.0
STU1856,Nachiket Mahal,Male,22,47,61,75,23,55,261,52.2,79.55,Music,-0.10352109008032481,1,0.0,0.0,1.0,0.0,0.0,0.0
STU1857,Tanvi Biswas,Female,21,70,66,25,12,96,269,53.8,61.69,Music,0.688029798166839,0,0.0,0.0,1.0,0.0,0.0,0.0
STU1858,Mugdha Konda,Female,19,100,14,99,6,66,285,57.0,90.21,None,1.7204874784892263,0,0.0,0.0,0.0,1.0,0.0,0.0
STU1859,Abhiram Chada,Male,19,11,14,96,41,59,221,44.2,70.86,Dance,-1.3424703064671897,1,1.0,0.0,0.0,0.0,0.0,0.0
STU1860,Krishna Kothari,Female,18,9,24,21,94,77,225,45.0,94.34,Drama,-1.4113008184886822,0,0.0,1.0,0.0,0.0,0.0,0.0
STU1861,Waida Bhargava,Female,18,33,20,60,67,65,245,49.0,64.51,Music,-0.5853346742307722,0,0.0,0.0,1.0,0.0,0.0,0.0
STU1862,Kashish Gour,Female,20,49,100,86,70,19,324,64.8,93.94,Science Club,-0.03469057805883231,0,0.0,0.0,0.0,0.0,1.0,0.0
STU1863,Yatan Narang,Male,22,50,89,100,99,48,386,77.2,71.51,Drama,-0.0002753220480860619,1,0.0,1.0,0.0,0.0,0.0,0.0
STU1864,Matthew Ganesan,Male,20,13,71,62,25,79,250,50.0,90.75,Sports,-1.2736397944456972,1,0.0,0.0,0.0,0.0,0.0,1.0
STU1865,Ryan Mukherjee,Male,20,55,85,7,12,16,175,35.0,83.56,Music,0.17180095800564518,1,0.0,0.0,1.0,0.0,0.0,0.0
STU1866,Sanya Hegde,Female,17,42,96,51,19,30,238,47.6,84.12,Drama,-0.27559737013405605,0,0.0,1.0,0.0,0.0,0.0,0.0
STU1867,Veda Bhardwaj,Female,19,90,41,99,62,58,350,70.0,75.0,None,1.376334918381764,0,0.0,0.0,0.0,1.0,0.0,0.0
STU1868,Ucchal Khanna,Female,19,43,70,96,95,36,340,68.0,96.95,Dance,-0.2411821141233098,0,1.0,0.0,0.0,0.0,0.0,0.0
STU1869,Jack Buch,Male,17,31,73,15,43,16,178,35.6,62.03,Science Club,-0.6541651862522648,1,0.0,0.0,0.0,0.0,1.0,0.0
STU1870,Timothy Narain,Male,18,49,69,13,41,86,258,51.6,85.89,Dance,-0.03469057805883231,1,1.0,0.0,0.0,0.0,0.0,0.0
STU1871,Amaira Pandya,Female,19,22,65,44,72,72,275,55.0,82.82,Music,-0.963902490348981,0,0.0,0.0,1.0,0.0,0.0,0.0
STU1872,Matthew Apte,Male,19,61,32,8,59,99,259,51.8,70.59,Drama,0.37829249407012266,1,0.0,1.0,0.0,0.0,0.0,0.0
STU1873,Harita Dyal,Female,17,25,0,34,72,80,211,42.2,96.07,Science Club,-0.8606567223167423,0,0.0,0.0,0.0,0.0,1.0,0.0
STU1874,Aryan Tata,Male,22,38,96,97,60,76,367,73.4,63.97,Sports,-0.413258394177041,1,0.0,0.0,0.0,0.0,0.0,1.0
STU1875,Tanveer Borah,Male,18,43,5,80,92,85,305,61.0,97.65,Sports,-0.2411821141233098,1,0.0,0.0,0.0,0.0,0.0,1.0
STU1876,Ucchal Sharma,Female,22,76,43,53,8,49,229,45.8,72.97,Drama,0.8945213342313164,0,0.0,1.0,0.0,0.0,0.0,0.0
STU1877,Vyanjana Koshy,Female,19,52,29,10,14,23,128,25.6,81.63,None,0.06855518997340644,0,0.0,0.0,0.0,1.0,0.0,0.0
STU1878,Dhruv Chander,Male,21,8,38,26,31,67,170,34.0,91.1,Music,-1.4457160744994284,1,0.0,0.0,1.0,0.0,0.0,0.0
STU1879,Agastya Magar,Male,20,93,84,14,17,83,291,58.2,74.53,Dance,1.4795806864140026,1,1.0,0.0,0.0,0.0,0.0,0.0
STU1880,Advaith Kalla,Male,18,52,14,96,63,46,271,54.2,71.36,Science Club,0.06855518997340644,1,0.0,0.0,0.0,0.0,1.0,0.0
STU1881,Onkar Yohannan,Male,19,98,75,74,13,54,314,62.8,64.21,Science Club,1.6516569664677339,1,0.0,0.0,0.0,0.0,1.0,0.0
STU1882,Vasana Vohra,Female,18,58,12,80,71,42,263,52.6,77.45,Drama,0.27504672603788394,0,0.0,1.0,0.0,0.0,0.0,0.0
STU1883,Prisha Bora,Female,17,81,14,14,69,96,274,54.8,78.1,Science Club,1.0665976142850477,0,0.0,0.0,0.0,0.0,1.0,0.0
STU1884,Dhriti Roy,Female,21,99,92,94,61,60,406,81.2,88.63,Sports,1.68607222247848,0,0.0,0.0,0.0,0.0,0.0,1.0
STU1885,Kabir Basak,Male,18,26,7,79,54,12,178,35.6,82.05,Drama,-0.826241466305996,1,0.0,1.0,0.0,0.0,0.0,0.0
STU1886,Janya Hayer,Female,20,100,72,3,1,64,240,48.0,73.96,Sports,1.7204874784892263,0,0.0,0.0,0.0,0.0,0.0,1.0
STU1887,Niharika Raju,Female,17,19,88,71,42,3,223,44.6,93.89,Dance,-1.0671482583812197,0,1.0,0.0,0.0,0.0,0.0,0.0
STU1888,Kamala Hegde,Female,20,76,3,70,53,92,294,58.8,85.3,None,0.8945213342313164,0,0.0,0.0,0.0,1.0,0.0,0.0
STU1889,Udyati De,Female,21,77,45,73,44,22,261,52.2,98.44,Sports,0.9289365902420627,0,0.0,0.0,0.0,0.0,0.0,1.0
STU1890,Lajita Anne,Female,18,92,23,29,41,40,225,45.0,61.09,Science Club,1.4451654304032564,0,0.0,0.0,0.0,0.0,1.0,0.0
STU1891,Warjas Vasa,Male,18,49,63,72,29,32,245,49.0,63.59,Science Club,-0.03469057805883231,1,0.0,0.0,0.0,0.0,1.0,0.0
STU1892,Ucchal Dhar,Female,18,91,98,16,65,89,359,71.8,98.78,Science Club,1.4107501743925102,0,0.0,0.0,0.0,0.0,1.0,0.0
STU1893,Harita Edwin,Female,18,82,80,46,91,92,391,78.2,82.02,None,1.101012870295794,0,0.0,0.0,0.0,1.0,0.0,0.0
STU1894,Amruta Bora,Female,18,60,46,29,36,60,231,46.2,64.49,Drama,0.3438772380593764,0,0.0,1.0,0.0,0.0,0.0,0.0
STU1895,Mitesh Balan,Male,20,33,2,15,24,35,109,21.8,75.19,Science Club,-0.5853346742307722,1,0.0,0.0,0.0,0.0,1.0,0.0
STU1896,Lucky Arya,Male,20,30,23,22,80,25,180,36.0,79.47,Science Club,-0.6885804422630111,1,0.0,0.0,0.0,0.0,1.0,0.0
STU1897,Pratyush Ganguly,Male,17,23,14,14,57,97,205,41.0,68.35,None,-0.9294872343382348,1,0.0,0.0,0.0,1.0,0.0,0.0
STU1898,Yashvi Vora,Female,18,33,17,17,74,91,232,46.4,65.91,None,-0.5853346742307722,0,0.0,0.0,0.0,1.0,0.0,0.0
STU1899,Indrajit Narain,Male,21,37,76,75,67,93,348,69.6,62.44,Drama,-0.44767365018778726,1,0.0,1.0,0.0,0.0,0.0,0.0
STU1900,Atharv Butala,Male,18,68,93,0,12,39,212,42.4,60.52,Sports,0.6191992861453464,1,0.0,0.0,0.0,0.0,0.0,1.0
STU1901,Raksha Peri,Female,21,44,65,39,62,0,210,42.0,85.36,Music,-0.20676685811256354,0,0.0,0.0,1.0,0.0,0.0,0.0
STU1902,Radha Venkataraman,Female,20,34,86,37,73,62,292,58.4,73.59,None,-0.550919418220026,0,0.0,0.0,0.0,1.0,0.0,0.0
STU1903,Yashawini Kashyap,Female,17,14,9,53,91,6,173,34.6,69.19,Sports,-1.239224538434951,0,0.0,0.0,0.0,0.0,0.0,1.0
STU1904,Pallavi Dasgupta,Female,21,56,90,39,6,70,261,52.2,60.63,Music,0.20621621401639142,0,0.0,0.0,1.0,0.0,0.0,0.0
STU1905,Balhaar More,Male,21,96,91,69,21,0,277,55.4,73.71,Science Club,1.5828264544462414,1,0.0,0.0,0.0,0.0,1.0,0.0
